Quantity,Model No,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price ,Suplier,image,Product clip,Currency
5,454498240,Dell,Inspiron 5770,Notebook,"17.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.8kg,1085.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
8,855023482,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,NoOS,,2.4kg,931.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
13,712113449,Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows,10,2.33kg,899.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
23,761470072,HP,Elitebook 1040,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,1750.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,209070617,Asus,ZenBook Flip,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows,10,2.26kg,1099.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,656025243,Acer,Aspire 3,Notebook,"15.6""",1366x768,AMD A9-Series 9420 3GHz,4GB,128GB SSD,AMD Radeon R5,Windows,10,2.1kg,426.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,437049643,Asus,Rog Strix,Gaming,"17.3""",IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows,10,3.25kg,2199.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
14,326099487,Lenovo,IdeaPad 110-17ACL,Notebook,"17.3""",1600x900,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,AMD Radeon R5,Windows,10,2.6kg,1250.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
7,681690466,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.62kg,869.01 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,600022882,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows,10,1.91kg,488.99 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
8,739655572,Lenovo,Yoga 11e,Netbook,"11.6""",IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,Windows,10,1.59kg,663.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,700748387,Dell,Inspiron 3552,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows,10,1.8kg,309.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
20,230785356,Asus,VivoBook E403NA,Notebook,"14.0""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.5kg,286.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,647275461,Acer,Aspire 7,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,,2.4kg,846.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/4e3ttnsm,Euros
5,531774704,HP,Omen 17-w212nv,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3.35kg,1191.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
15,435979740,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,NoOS,,1.85kg,1896.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
13,898086585,Asus,ROG Strix,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.3kg,1655.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,225794795,Lenovo,IdeaPad 720S-14IKB,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.5kg,2837.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,662381202,Asus,Zenbook Flip,Ultrabook,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,1748.90 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
9,303170911,Lenovo,Thinkpad X1,Ultrabook,"14.0""",IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.13kg,839.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
11,205586742,Lenovo,Ideapad 510S-13IKB,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.5kg,501.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
5,667598110,Dell,Precision 3510,Workstation,"15.6""",Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,AMD FirePro W5130M,Windows,10,2.23kg,1369.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
7,196781091,Dell,Precision 5520,Workstation,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows,10,2kg,2135.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
0,186344071,Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.42kg,1142.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
23,135287829,Asus,Rog GL753VD-GC042T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3kg,1039.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,117907184,Asus,Rog GL753VE-GC070T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,3kg,1591.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,276897035,Acer,Aspire 5,Notebook,"15.6""",IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Nvidia GeForce MX130,Windows,10,2.2kg,693.99 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,991222811,MSI,Leopard GP72M,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,1349.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,340240503,Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Linux,,2.33kg,778.87 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
7,353373131,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,"15.6""",Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon 520,Windows,10,1.91kg,499.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
6,363101669,Lenovo,ThinkPad E580,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows,10,2.1kg,2049.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
4,570193814,Lenovo,ThinkPad L470,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,838.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,598664920,Dell,Precision M5520,Workstation,"15.6""",4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows,10,1.78kg,2712.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
3,743035028,Lenovo,Thinkpad X1,Ultrabook,"14.0""",IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows,10,1.13kg,1583.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
14,906928369,Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows,10,2.2kg,1342.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
5,685585723,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.9kg,1529.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,899786562,Lenovo,ThinkPad E580,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows,10,2.1kg,2339.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
13,595290450,Acer,Aspire 7,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Linux,,2.5kg,879.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/4e3ttnsm,Euros
23,572567284,MSI,GE73VR 7RF,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.8kg,2249.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,978605031,Asus,Zenbook 3,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.10kg,1873.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,926734692,Toshiba,Portege Z30-C-16P,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1747.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,484812182,Dell,Latitude 7480,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Intel HD Graphics,Windows,10,1.36kg,1680.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
15,149269869,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.2kg,1654.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
9,486422395,Lenovo,Lenovo IdeaPad,Notebook,"11.6""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.15kg,2355.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
0,452717830,Lenovo,ThinkPad P51,Workstation,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,Windows,10,2.67kg,1389.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
9,792763503,Lenovo,Thinkpad T470p,Ultrabook,"14.0""",IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GT 940MX,Windows,10,1.7kg,1662.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,611789403,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon 520,Windows,10,2.1kg,469.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,681008604,Acer,Aspire R7,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.6kg,789.01 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,324947606,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.27kg,928.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,782678057,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R5 M430,Linux,,2.3kg,598.90 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
7,969913224,Dell,Latitude 3380,Notebook,"13.3""",1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.65kg,689.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,543686110,HP,EliteBook 1040,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.43kg,1500.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,918646544,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.14kg,539.95 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
1,552048087,Lenovo,ThinkPad E480,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows,10,1.75kg,688.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
9,990028680,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,"15.6""",IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2kg,2338.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
10,224089789,Chuwi,LapBook 12.3,Notebook,"12.3""",IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6GB,64GB Flash Storage,Intel HD Graphics 500,Windows,10,1.4kg,449.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,720895960,HP,ProBook 650,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,Intel HD Graphics 630,Windows,10,2.31kg,1427.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,780643769,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Linux,,2.3kg,597.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/4e3ttnsm,Euros
13,907885072,Dell,Alienware 17,Gaming,"17.3""",IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42kg,2799.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
23,628461576,Dell,Inspiron 7577,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1159.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
32,574304186,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.02kg,1142.40 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
20,897447978,Dell,Latitude 5480,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Linux,,1.6kg,1099.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
10,730094680,HP,Omen 17-w207nv,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,3.35kg,1999.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,176920363,Mediacom,FlexBook Edge,2 in 1 Convertible,"11.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB SSD,Intel HD Graphics 500,Windows,10,1.16kg,299.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,235549257,Samsung,Chromebook 3,Netbook,"11.6""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome,,1.15kg,269.00 ,flipcart,https://tinyurl.com/ajhv344r,https://tinyurl.com/4e3ttnsm,Euros
15,297492109,Lenovo,Thinkpad 13,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.4kg,1035.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
3,824348800,Lenovo,IdeaPad 320s-14IKB,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.7kg,1501.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
12,899041991,Lenovo,Thinkpad T570,Workstation,"15.6""",IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,512GB SSD,Nvidia GeForce 940MX,Windows,10,2.3kg,1980.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
10,516098174,Lenovo,Thinkpad P51,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,Nvidia Quadro M2200M,Windows,10,2.5kg,676.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
10,733751448,Asus,Rog Strix,Gaming,"17.3""",Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows,10,3.2kg,1695.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,457695108,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows,10,2.1kg,347.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,656876616,Google,Pixelbook (Core,Ultrabook,"12.3""",Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel HD Graphics 615,Chrome,,1.1kg,2199.00 ,flipcart,https://tinyurl.com/ajhv344r,https://tinyurl.com/4e3ttnsm,Euros
3,306682979,Lenovo,ThinkPad T470s,Ultrabook,"14.0""",2560x1440,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,904.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
23,502633350,Asus,VivoBook Max,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Linux,,2kg,559.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/4e3ttnsm,Euros
9,207068538,Lenovo,IdeaPad 320-15AST,Notebook,"17.3""",1600x900,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,AMD Radeon R4,Windows,10,2.8kg,883.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
20,575552149,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Windows,10,2.2kg,749.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
14,923224175,Lenovo,ThinkPad X270,Ultrabook,"12.5""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.36kg,430.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
8,837089587,Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Intel HD Graphics 505,Windows,10,2.2kg,2316.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
7,680570208,HP,Omen 15-AX205na,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1099.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,668849815,Dell,Latitude 5480,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.64kg,1179.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
23,267609100,Acer,Aspire ES1-572,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Linux,,2.4kg,441.80 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/4e3ttnsm,Euros
32,576756906,Dell,Precision 3520,Workstation,"15.6""",Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8GB,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,Windows,10,2.23kg,1993.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
20,880165229,MSI,GV62 7RD-1686NL,Gaming,"15.6""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,1027.74 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,337762999,Microsoft,Surface Laptop,Ultrabook,"13.5""",Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,Windows,10 S,1.25kg,2589.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,578403294,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.91kg,589.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,708405503,Dell,Precision 3520,Workstation,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD,Nvidia Quadro M620,Windows,10,2.17kg,1975.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,647297888,HP,ProBook 650,Workstation,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows,10,2.31kg,1534.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
1,155801201,Lenovo,ThinkPad T470,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.65kg,2450.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,301377456,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.36kg,979.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
